   1	1	 274.99718	 86.58883	 227.03716
   2	1	 321.92398	 47.98563	 91.40681
   3	1	 123.78463	 92.19067	 42.75554
   4	1	 273.34231	 86.63197	 3.20629
   5	1	 319.05325	 5.88561	 304.45923
   6	1	 59.31006	 76.01835	 32.80166
   7	1	 84.15130	 1.56591	 9.12104
   8	1	 249.06216	 4.03271	 284.76439
   9	1	 323.92046	 175.29212	 318.05773
  10	1	 172.42917	 0.83153	 3.08729
  11	1	 218.65199	 132.50442	 265.08122
  12	1	 59.82790	 32.82558	 241.54494
  13	1	 328.55026	 138.63158	 357.43193
  14	1	 42.59397	 133.94073	 173.34987
  15	1	 321.67287	 70.92718	 152.57297
  16	1	 264.03939	 31.43911	 224.69206
  17	1	 177.59812	 140.55842	 92.69739
  18	1	 308.83253	 93.31357	 136.63921
  19	1	 30.41875	 134.76113	 82.43232
  20	1	 231.99216	 109.89616	 322.65078
  21	1	 215.00076	 115.42296	 331.32174
  22	1	 218.85390	 136.58040	 86.67455
  23	1	 177.57754	 39.06376	 181.61847
  24	1	 274.11835	 89.96028	 0.80565
  25	1	 299.68370	 37.17349	 116.07274
  26	1	 221.69732	 68.16821	 114.08911
  27	1	 133.10705	 3.22864	 130.93835
  28	1	 2.82010	 130.07416	 179.84748
  29	1	 271.68192	 32.27336	 314.02353
  30	1	 318.09382	 112.68097	 117.72135
  31	1	 216.09301	 46.45654	 270.00675
  32	1	 145.28587	 135.44602	 89.84527
  33	1	 141.43069	 115.14518	 120.32749
  34	1	 89.95736	 92.53735	 220.69773
  35	1	 180.53094	 47.57241	 1.33464
  36	1	 181.26607	 128.19950	 91.23564
  37	1	 234.80621	 34.46611	 155.32983
  38	1	 305.18379	 89.80314	 41.93668
  39	1	 126.89715	 148.32872	 154.99332
  40	1	 57.46891	 91.36388	 314.19609
  41	1	 263.67856	 88.78626	 311.11318
  42	1	 143.27178	 63.90129	 154.94100
  43	1	 90.25391	 89.28200	 316.31468
  44	1	 234.34929	 102.12521	 329.08523
  45	1	 233.89781	 37.88248	 336.14386
  46	1	 323.85850	 63.45401	 330.22027
  47	1	 2.40540	 93.37347	 268.92624
  48	1	 320.27685	 40.70429	 276.65504
  49	1	 178.31531	 40.79473	 269.34942
  50	1	 54.79892	 70.73765	 307.16324
  51	1	 320.95684	 138.49913	 271.78127
  52	1	 323.97138	 133.37747	 268.62973
  53	1	 269.76587	 96.22916	 219.75184
  54	1	 231.50090	 34.60811	 336.04151
  55	1	 60.10202	 41.25220	 146.76198
  56	1	 178.73296	 42.22923	 86.35201
  57	1	 40.04880	 63.27184	 22.41736
  58	1	 60.22889	 73.25994	 303.36368
  59	1	 58.07314	 89.46227	 46.06054
  60	1	 48.39989	 90.31910	 138.50985
  61	1	 43.85777	 63.13929	 208.28700
  62	1	 25.88364	 178.44071	 307.45764
  63	1	 308.48071	 110.38437	 125.29521
  64	1	 245.71529	 177.44986	 63.65906
  65	1	 207.87790	 123.90006	 71.00379
  66	1	 272.99220	 97.29202	 314.41991
  67	1	 326.42366	 44.07864	 273.60978
  68	1	 236.55824	 142.09524	 26.58731
  69	1	 88.98678	 138.94837	 320.81922
  70	1	 168.38170	 7.07892	 94.41507
  71	1	 55.94502	 86.70821	 225.81727
  72	1	 324.50537	 69.17869	 65.52851
  73	1	 305.32072	 84.30191	 47.93496
  74	1	 91.66406	 144.84554	 228.91705
  75	1	 180.85266	 43.18074	 5.56935
  76	1	 126.14562	 71.93512	 326.52653
  77	1	 90.61997	 88.63106	 310.58175
  78	1	 176.03681	 43.98687	 270.05657
  79	1	 311.68220	 87.43396	 308.09460
  80	1	 28.79556	 55.15294	 105.11847
  81	1	 169.88539	 177.84208	 356.70307
  82	1	 305.57911	 87.46673	 47.28301
  83	1	 87.97903	 39.05879	 138.38935
  84	1	 81.67408	 176.91979	 170.67359
  85	1	 90.29380	 95.19929	 225.35790
  86	1	 93.47613	 149.38201	 134.81450
  87	1	 140.64238	 59.26352	 153.04350
  88	1	 321.07512	 47.14600	 91.82049
  89	1	 210.66857	 41.94618	 357.92359
  90	1	 195.58571	 179.57447	 22.65176
  91	1	 136.39064	 118.07098	 25.35088
  92	1	 180.45606	 84.14927	 89.42924
  93	1	 155.22735	 178.23658	 330.30027
  94	1	 3.75226	 91.85436	 359.47485
  95	1	 359.60881	 139.78753	 87.61342
  96	1	 146.25194	 40.48555	 181.23283
  97	1	 42.80537	 61.22986	 294.86228
  98	1	 203.24619	 122.50629	 343.49830
  99	1	 56.17525	 78.07930	 302.14608
 100	1	 3.12172	 179.12459	 275.03539
 101	1	 272.05837	 83.88877	 320.25471
 102	1	 236.07153	 32.74434	 335.52596
 103	1	 111.73699	 179.61231	 208.46929
 104	1	 358.39383	 138.08368	 181.96416
 105	1	 319.66740	 64.97907	 336.96277
 106	1	 270.47076	 146.23340	 129.44628
 107	1	 213.71924	 40.69201	 90.01234
 108	1	 273.16475	 88.62024	 268.10456
 109	1	 33.18625	 43.41331	 1.47065
 110	1	 357.56096	 91.51096	 4.19997
 111	1	 121.69976	 105.41507	 121.75542
 112	1	 139.15221	 131.35843	 88.34137
 113	1	 40.06671	 37.64856	 265.97743
 114	1	 177.47617	 54.77901	 355.11694
 115	1	 270.54410	 175.05619	 271.58208
 116	1	 334.57778	 119.52212	 287.17273
 117	1	 124.55894	 91.84677	 224.57224
 118	1	 241.72860	 140.05606	 121.13578
 119	1	 140.41141	 113.47814	 114.95548
 120	1	 233.16893	 103.53332	 325.35862
